46.39.53.193 - - [09/Feb/2017:11:43:23 +0900] "CONNECT www.google.com:443 HTTP/1.0" 400 181 "-" "-"
43.241.216.172 - - [09/Feb/2017:11:44:15 +0900] "GET http://mobile.12306.cn/weixin/leftTicket/query?leftTicketDTO.train_date=2017-02-01&leftTicketDTO.from_station=CUW&leftTicketDTO.to_station=%E6%B8%A1%E5%B8%82&purpose_codes=ADULT HTTP/1.1" 404 208 "https://kyfw.12306.cn/otn/lcxxcx/init" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.73 Safari/537.36"
188.244.145.169 - - [09/Feb/2017:11:44:18 +0900] "POST /Exam/Test/Test HTTP/1.1" 302 141 "http://gw.lensk.gosnadzor.ru/Exam/Test/RenderView?attemptId=37089" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"
188.244.145.169 - - [09/Feb/2017:11:44:18 +0900] "GET /Exam/Test/RenderView?attemptId=37089 HTTP/1.1" 200 2430 "http://gw.lensk.gosnadzor.ru/Exam/Test/RenderView?attemptId=37089" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"
162.245.82.89 - - [09/Feb/2017:11:44:19 +0900] "CONNECT auth.api.sonyentertainmentnetwork.com:443 HTTP/1.0" 400 181 "-" "-"
58.83.130.81 - - [09/Feb/2017:11:44:29 +0900] "GET http://dynamic.12306.cn/mapping/kfxt/zwdcx/LCZWD/cx.jsp?cz=%E5%A4%AA%E5%8E%9F&cc=K1082&cxlx=0&rq=2017-02-09&czEn=-E5-A4-AA-E5-8E-9F&tp=1486608269332 HTTP/1.1" 404 579 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
155.94.65.85 - - [09/Feb/2017:11:44:30 +0900] "GET http://a.yesadsrv.com/display.php?nid=4&zone=119285&type=pop&sid=76697&pid=94049&subid=&opt1=&opt2= HTTP/1.0" 404 177 "http://www.monsports.com/2016/02/16/exceptional-maro-itoje-a-future-england-captain-in-the-making-says-veteran-nick-easter/" "Mozilla/5.0 (Windows NT 6.1; rv:38.0) Gecko/20100101 Firefox/38.0"
61.224.43.77 - - [09/Feb/2017:11:44:33 +0900] "GET http://m.search.yahoo.com/ HTTP/1.1" 200 612 "http://m.search.yahoo.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
137.74.0.220 - - [09/Feb/2017:11:44:33 +0900] "CONNECT www.google.pl:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
61.224.43.77 - - [09/Feb/2017:11:44:33 +0900] "GET http://m.search.yahoo.com/ HTTP/1.1" 200 612 "http://m.search.yahoo.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
61.224.43.77 - - [09/Feb/2017:11:44:33 +0900] "GET http://m.search.yahoo.com/ HTTP/1.1" 200 612 "http://m.search.yahoo.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
61.224.43.77 - - [09/Feb/2017:11:44:33 +0900] "GET http://m.search.yahoo.com/ HTTP/1.1" 200 612 "http://m.search.yahoo.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
61.224.43.77 - - [09/Feb/2017:11:44:33 +0900] "GET http://m.search.yahoo.com/ HTTP/1.1" 200 612 "http://m.search.yahoo.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
.20.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
61.224.43.77 - - [09/Feb/2017:11:44:33 +0900] "GET http://m.search.yahoo.com/ HTTP/1.1" 200 612 "http://m.search.yahoo.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
.20.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
61.224.43.77 - - [09/Feb/2017:11:44:33 +0900] "GET http://m.search.yahoo.com/ HTTP/1.1" 200 612 "http://m.search.yahoo.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
61.224.43.77 - - [09/Feb/2017:11:44:33 +0900] "GET http://m.search.yahoo.com/ HTTP/1.1" 200 612 "http://m.search.yahoo.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
188.244.145.169 - - [09/Feb/2017:11:43:51 +0900] "GET /Exam/Test/RenderView?attemptId=37089 HTTP/1.1" 200 2443 "http://gw.lensk.gosnadzor.ru/Exam/Test/RenderView?attemptId=37089" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"
137.74.0.220 - - [09/Feb/2017:11:44:33 +0900] "CONNECT www.google.pl:443 HTTP/1.1" 400 181 "-" "-"
188.244.145.169 - - [09/Feb/2017:11:43:51 +0900] "GET /Exam/Test/RenderView?attemptId=37089 HTTP/1.1" 200 2443 "http://gw.lensk.gosnadzor.ru/Exam/Test/RenderView?attemptId=37089" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"
188.244.145.169 - - [09/Feb/2017:11:43:51 +0900] "GET /Exam/Test/RenderView?attemptId=37089 HTTP/1.1" 200 2443 "http://gw.lensk.gosnadzor.ru/Exam/Test/RenderView?attemptId=37089" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"
188.244.145.169 - - [09/Feb/2017:11:43:51 +0900] "GET /Exam/Test/RenderView?attemptId=37089 HTTP/1.1" 200 2443 "http://gw.lensk.gosnadzor.ru/Exam/Test/RenderView?attemptId=37089" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"
137.74.0.220 - - [09/Feb/2017:11:44:33 +0900] "CONNECT www.google.pl:443 HTTP/1.1" 400 181 "-" "-"
188.244.145.169 - - [09/Feb/2017:11:43:51 +0900] "GET /Exam/Test/RenderView?attemptId=37089 HTTP/1.1" 200 2443 "http://gw.lensk.gosnadzor.ru/Exam/Test/RenderView?attemptId=37089" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"
188.244.145.169 - - [09/Feb/2017:11:43:51 +0900] "GET /Exam/Test/RenderView?attemptId=37089 HTTP/1.1" 200 2443 "http://gw.lensk.gosnadzor.ru/Exam/Test/RenderView?attemptId=37089" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0
61.224.43.77 - - [09/Feb/2017:11:44:33 +0900] "GET http://m.search.yahoo.com/ HTTP/1.1" 200 612 "http://m.search.yahoo.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
61.224.43.77 - - [09/Feb/2017:11:44:33 +0900] "GET http://m.search.yahoo.com/ HTTP/1.1" 200 612 "http://m.search.yahoo.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
137.74.0.220 - - [09/Feb/2017:11:44:33 +0900] "CONNECT www.google.pl:443 HTTP/1.1" 400 181 "-" "-"
188.244.145.169 - - [09/Feb/2017:11:43:51 +0900] "GET /Exam/Test/RenderView?attemptId=37089 HTTP/1.1" 200 2443 "http://gw.lensk.gosnadzor.ru/Exam/Test/RenderView?attemptId=37089" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"
137.74.0.220 - - [09/Feb/2017:11:44:33 +0900] "CONNECT www.google.pl:443 HTTP/1.1" 400 181 "-" "-"
61.224.43.77 - - [09/Feb/2017:11:44:33 +0900] "GET http://m.search.yahoo.com/ HTTP/1.1" 200 612 "http://m.search.yahoo.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
61.224.43.77 - - [09/Feb/2017:11:44:33 +0900] "GET http://m.search.yahoo.com/ HTTP/1.1" 200 612 "http://m.search.yahoo.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
192.168.0.77 - - [09/Feb/2017:11:44:33 +0900] "GET http://m.search.yahoo.com/ HTTP/1.1" 200 612 "http://m.search.yahoo.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
192.168.0.77 - - [09/Feb/2017:11:44:33 +0900] "GET http://m.search.yahoo.com/ HTTP/1.1" 200 612 "http://m.search.yahoo.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
61.224.43.77 - - [09/Feb/2017:11:44:33 +0900] "GET http://m.search.yahoo.com/ HTTP/1.1" 200 612 "http://m.search.yahoo.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
192.168.0.77 - - [09/Feb/2017:11:44:33 +0900] "GET http://m.search.yahoo.com/ HTTP/1.1" 200 612 "http://m.search.yahoo.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
192.168.0.77 - - [09/Feb/2017:11:44:33 +0900] "GET http://m.search.yahoo.com/ HTTP/1.1" 200 612 "http://m.search.yahoo.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
192.168.0.77 - - [09/Feb/2017:11:44:33 +0900] "GET http://m.search.yahoo.com/ HTTP/1.1" 200 612 "http://m.search.yahoo.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
192.168.0.77 - - [09/Feb/2017:11:44:33 +0900] "GET http://m.search.yahoo.com/ HTTP/1.1" 200 612 "http://m.search.yahoo.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
192.168.0.77 - - [09/Feb/2017:11:44:33 +0900] "GET http://m.search.yahoo.com/ HTTP/1.1" 200 612 "http://m.search.yahoo.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
61.224.43.77 - - [09/Feb/2017:11:44:33 +0900] "GET http://m.search.yahoo.com/ HTTP/1.1" 200 612 "http://m.search.yahoo.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
61.224.43.77 - - [09/Feb/2017:11:44:33 +0900] "GET http://m.search.yahoo.com/ HTTP/1.1" 200 612 "http://m.search.yahoo.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
192.168.0.77 - - [09/Feb/2017:11:44:33 +0900] "GET http://m.search.yahoo.com/ HTTP/1.1" 200 612 "http://m.search.yahoo.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
61.224.43.77 - - [09/Feb/2017:11:44:33 +0900] "GET http://m.search.yahoo.com/ HTTP/1.1" 200 612 "http://m.search.yahoo.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
137.74.0.220 - - [09/Feb/2017:11:44:33 +0900] "CONNECT www.google.pl:443 HTTP/1.1" 400 181 "-" "-"
120.27.247.33 - - [09/Feb/2017:11:44:09 +0900] "CONNECT search.yahoo.com:443 HTTP/1.1" 400 181 "-" "-"
